Title,URL,Visited Date and Time,Total Time Spent (s),Total Time Spent (m)
"Inbox (55) - javahangout2018@gmail.com - Gmail","https://mail.google.com/accounts/SetOSID?authuser=0&continue=https://mail.google.com/mail/u/0/?hl%3Den%26pli%3D1&osidt=ALWU2csHFRbziLm3VvTgW_6pDvpM-_0OV-DJdh5rOF9uHk06LJcWEalpnnX9tyvUllILFri6f4HwSttPp0QjfKugKYrBNfIRIj_iQoeypPmwxX9lXLvnPTzm_wI3At_GPDj6mWFHmBUQCs4Pfp3LLN_Fn47wQyOPPD6yF8hhnbC1BPil0PipgPEgIH_-xWamCfVMpNfrjrShj08uQjjcv1J-ZOsq3FkPUNgt0MPyCm0cU6b-4s5rOFHZoGiQnV0doWUDKaSf3Gt5WuZfwLvPgQa61B8k2fPPuiBBggK6LabqyHZdYHlL7F4uf-9WE5HIQXNxItgw37vUZNwf9I14k7tLw2oA4U9s4SyvuhXGCZdk9lk04AbeQofIGw-VJAc9yW7cZcXxyoX9-xqpMcioTIyohBRQlWajTJ4PdE0yqAYV7smN5oPXqHvaK1PZ8mlaVHvahRf5flEC-iznp_7XXgUzZ76eOwKJQYOb_CNTKig7ck3-70geYfA&ifkv=AcMMx-cCnSmDST4l__quhTVYJCSl8rbSuY6PibEk4OhYP9XiZRtiVQLOYUbNToiPFqBqxJIt7m7J#inbox","2024-10-27 11:52:58",0.00,0.00
"Inbox (55) - javahangout2018@gmail.com - Gmail","https://mail.google.com/mail/u/0/?hl=en#inbox","2024-10-27 11:53:00",0.00,0.00
"Inbox (55) - javahangout2018@gmail.com - Gmail","https://mail.google.com/mail/u/0/?hl=en#inbox","2024-10-27 12:53:23",0.00,0.00
"YouTube","https://www.youtube.com/","2024-10-27 12:58:29",0.00,0.00
"YouTube","https://www.youtube.com/","2024-10-27 12:59:51",0.00,0.00
"JDK 21 Releases","https://jdk.java.net/21/","2024-10-27 13:25:55",0.00,0.00
"JDK 21 Releases","https://jdk.java.net/21","2024-10-27 13:25:55",0.00,0.00
"GitHub: Let’s build from here · GitHub","https://github.com/","2024-10-27 16:48:41",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:49:27",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:49:27",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:49:29",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:49:29",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:49:32",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:54:37",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:54:38",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:54:38",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:54:38",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:55:47",0.00,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-10-27 16:56:36",0.00,0.00
"ChatGPT","https://chatgpt.com/","2024-10-27 17:01:18",0.00,0.00
"ChatGPT","https://chatgpt.com/auth/login","2024-10-27 17:01:18",0.00,0.00
"YouTube","https://www.youtube.com/","2024-10-28 07:25:58",0.00,0.00
"YouTube","https://www.youtube.com/","2024-10-28 07:26:54",0.00,0.00
"YouTube","https://www.youtube.com/","2024-10-29 07:23:25",0.00,0.00
"(91) WhatsApp","https://web.whatsapp.com/","2024-10-30 09:33:10",0.00,0.00
"(91) WhatsApp","https://web.whatsapp.com/","2024-10-30 09:37:16",0.00,0.00
"(91) WhatsApp","https://web.whatsapp.com/","2024-10-30 09:37:32",0.00,0.00
"(91) WhatsApp","https://web.whatsapp.com/","2024-10-30 09:38:22",0.00,0.00
"(91) WhatsApp","https://web.whatsapp.com/","2024-10-30 09:38:27",0.00,0.00
"","https://login.live.com/oauth20_logout.srf?client_id=00000000480728C5&redirect_uri=https://login.live.com/oauth20_desktop.srf","2024-11-02 13:02:16",0.00,0.00
"","https://login.live.com/oauth20_desktop.srf?lc=2057","2024-11-02 13:02:16",0.00,0.00
"Sign in to your Microsoft account","https://login.live.com/oauth20_authorize.srf?client_id=00000000480728C5&scope=service::ssl.live.com::MBI_SSL&response_type=token&display=windesktop&theme=win7&lc=2057&redirect_uri=https://login.live.com/oauth20_desktop.srf&lw=1&fl=wld2","2024-11-02 13:02:18",0.00,0.00
"","file:///D:/Basic/HomeStudent2019Retail.img","2024-11-02 13:07:30",0.00,0.00
"Microsoft Copilot: Your AI companion","https://copilot.microsoft.com/?dpwa=1","2024-11-02 17:20:11",1.61,0.03
"Microsoft Copilot: Your AI companion","https://copilot.microsoft.com/onboarding","2024-11-02 17:20:13",33.07,0.55
"Microsoft Copilot: Your AI companion","https://copilot.microsoft.com/?dpwa=1","2024-11-02 17:21:42",0.00,0.00
"Google Drive - Search","https://www.bing.com/search?q=Google+Drive&filters=ufn%3a%22Google+Drive%22+sid%3a%22850eb947-a8c1-9813-28a8-782e30e31291%22&asbe=SC&form=WSBEDG&qs=MB&cvid=516b62c7b652488da0ae380ca0982a87&pq=googgle&cc=GB&setlang=en-GB&nclid=EB7277E16FB58E459C6997611ABFE45D&ts=1730548572467&nclidts=1730548572&tsms=467&wsso=Moderate","2024-11-02 17:26:13",0.70,0.01
"Google Drive - Search","https://www.bing.com/search?q=Google+Drive&filters=ufn%3a%22Google+Drive%22+sid%3a%22850eb947-a8c1-9813-28a8-782e30e31291%22&asbe=SC&form=WSBEDG&qs=MB&cvid=516b62c7b652488da0ae380ca0982a87&pq=googgle&cc=GB&setlang=en-GB&nclid=EB7277E16FB58E459C6997611ABFE45D&ts=1730548572467&wsso=Moderate","2024-11-02 17:26:13",65.25,1.09
"Welcome to Microsoft Edge","https://go.microsoft.com/fwlink/?linkid=2132659&form=MT004A&OCID=MT004A","2024-11-02 17:27:15",0.00,0.00
"Welcome to Microsoft Edge","https://www.microsoft.com/edge/welcome?form=MT00LJ","2024-11-02 17:27:15",0.00,0.00
"Welcome to Microsoft Edge","https://go.microsoft.com/fwlink/?linkid=2132659&form=MT004A&OCID=MT004A","2024-11-02 17:27:15",0.00,0.00
"Welcome to Microsoft Edge","https://www.microsoft.com/edge/welcome?form=MT00LJ","2024-11-02 17:27:15",0.00,0.00
"Welcome to Microsoft Edge","https://www.microsoft.com/en-us/edge/welcome?ep=0&es=143&form=MT00LJ","2024-11-02 17:27:15",0.60,0.01
"Welcome to Microsoft Edge","https://www.microsoft.com/en-us/edge/welcome?ep=0&es=143&form=MT00LJ","2024-11-02 17:27:15",0.98,0.02
"Welcome to Microsoft Edge","https://www.microsoft.com/en-us/edge/welcome?ep=0&es=143&form=MT00LJ","2024-11-02 17:27:16",0.18,0.00
"Welcome to Microsoft Edge","https://www.microsoft.com/en-us/edge/welcome?ep=0&es=143&form=MT00LJ","2024-11-02 17:27:16",362.19,6.04
"youtube - Search","https://www.bing.com/search?q=youtube&qs=n&form=QBRE&sp=-1&ghc=1&lq=0&pq=youtub&sc=10-6&sk=&cvid=A3ABC38F06D341FB8CAD602865272C8E&ghsh=0&ghacc=0&ghpl=","2024-11-02 17:27:18",108.75,1.81
"","https://www.bing.com/ck/a?!&&p=0d4a94e7e90ec7d7c9de42029f9f988457a89b71871d1e99233451f52223dd60JmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=youtube&u=a1aHR0cDovL2luLnlvdXR1YmUuY29tLw&ntb=1","2024-11-02 17:27:21",0.04,0.00
"youtube - Search","https://www.bing.com/search?q=youtube&qs=n&form=QBRE&sp=-1&ghc=1&lq=0&pq=youtub&sc=10-6&sk=&cvid=A3ABC38F06D341FB8CAD602865272C8E&ghsh=0&ghacc=0&ghpl=","2024-11-02 17:27:21",0.41,0.01
"YouTube","http://in.youtube.com/","2024-11-02 17:27:21",0.00,0.00
"YouTube","https://in.youtube.com/","2024-11-02 17:27:21",0.00,0.00
"YouTube","https://www.youtube.com/?gl=IN","2024-11-02 17:27:21",1.41,0.02
"YouTube","https://www.youtube.com/","2024-11-02 17:27:23",5.74,0.10
"java hangout - YouTube","https://www.youtube.com/results?search_query=java+hangout","2024-11-02 17:27:29",3.19,0.05
"Java Hangout - YouTube","https://www.youtube.com/@javahangout4648","2024-11-02 17:27:32",14.87,0.25
"Differences Between OAuth 1 and 2 - YouTube","https://www.youtube.com/watch?v=IEjxOl_oxfc","2024-11-02 17:27:47",372.39,6.21
"spring initializer - Search","https://www.bing.com/search?q=spring+initializer&qs=SS&pq=spring+initialli&sc=9-16&cvid=72E7CB87DE3542E6BD8F4E2271CD0BFB&FORM=QBRE&sp=1&ghc=1&lq=0","2024-11-02 17:29:07",197.16,3.29
"","https://www.bing.com/ck/a?!&&p=1c920ab3c156d939389d4332269efce1f39c97274d3fcd63ce520fc0ba48f77aJmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=spring+initializer&u=a1aHR0cHM6Ly9zdGFydC5zcHJpbmcuaW8v&ntb=1","2024-11-02 17:29:09",0.02,0.00
"spring initializer - Search","https://www.bing.com/search?q=spring+initializer&qs=SS&pq=spring+initialli&sc=9-16&cvid=72E7CB87DE3542E6BD8F4E2271CD0BFB&FORM=QBRE&sp=1&ghc=1&lq=0","2024-11-02 17:29:09",0.88,0.01
"Spring Initializr","https://start.spring.io/","2024-11-02 17:29:10",1161.30,19.35
"intellij community edition download - Search","https://www.bing.com/search?q=intellij+community+edition+download&qs=LS&pq=intellij+com&sc=10-12&cvid=D4B02F5CCDD04166A75CE2FEBA379E83&FORM=QBRE&sp=1&ghc=1&lq=0","2024-11-02 17:32:24",163.19,2.72
"","https://www.bing.com/ck/a?!&&p=c5a34a91242305a6902225c85c362f630e5cde87a34ab60268c498ae8a14fdd2JmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=intellij+community+edition+download&u=a1aHR0cHM6Ly93d3cuamV0YnJhaW5zLmNvbS9pZGVhL2Rvd25sb2FkLz9mcm9tSURFPS8&ntb=1","2024-11-02 17:32:29",0.02,0.00
"intellij community edition download - Search","https://www.bing.com/search?q=intellij+community+edition+download&qs=LS&pq=intellij+com&sc=10-12&cvid=D4B02F5CCDD04166A75CE2FEBA379E83&FORM=QBRE&sp=1&ghc=1&lq=0","2024-11-02 17:32:29",0.13,0.00
"Download IntelliJ IDEA – The Leading Java and Kotlin IDE","https://www.jetbrains.com/idea/download/?fromIDE=/","2024-11-02 17:32:29",0.92,0.02
"Download IntelliJ IDEA – The Leading Java and Kotlin IDE","https://www.jetbrains.com/idea/download/?fromIDE=%2F&section=windows","2024-11-02 17:32:30",23.46,0.39
"Thank you for downloading IntelliJ IDEA!","https://www.jetbrains.com/idea/download/download-thanks.html?platform=windows&code=IIC","2024-11-02 17:32:53",938.27,15.64
"Welcome to Microsoft Edge","https://www.microsoft.com/en-us/edge/welcome?ep=0&es=143&form=MT00LJ","2024-11-02 17:33:19",5.00,0.08
"Java Hangout - YouTube","https://www.youtube.com/@javahangout4648","2024-11-02 17:33:59",15.58,0.26
"Failed to connect to repository : Error performing command: git.exe ls-remote -h | Jenkins with Git - YouTube","https://www.youtube.com/watch?v=iAQgMNW-uo8","2024-11-02 17:34:15",857.11,14.29
"openjdk 21 download - Search","https://www.bing.com/search?q=openjdk+21+download&qs=HS&pq=openj&sk=HS1&sc=10-5&cvid=0EB3E43C139F46C6B1FFEAF4DB7F7E76&FORM=QBRE&sp=2&ghc=1&lq=0","2024-11-02 17:35:08",57.72,0.96
"","https://www.bing.com/ck/a?!&&p=fcb34a31abe907ea0026e66fd52944c8548816c0591b9128688169c20583892cJmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=openjdk+21+download&u=a1aHR0cHM6Ly93d3cub3JhY2xlLmNvbS9qYXZhL3RlY2hub2xvZ2llcy9kb3dubG9hZHMvI2phdmE4&ntb=1","2024-11-02 17:35:16",0.02,0.00
"openjdk 21 download - Search","https://www.bing.com/search?q=openjdk+21+download&qs=HS&pq=openj&sk=HS1&sc=10-5&cvid=0EB3E43C139F46C6B1FFEAF4DB7F7E76&FORM=QBRE&sp=2&ghc=1&lq=0","2024-11-02 17:35:16",0.34,0.01
"Java Downloads | Oracle","https://www.oracle.com/java/technologies/downloads/#java8","2024-11-02 17:35:16",39.84,0.66
"Java Downloads | Oracle","https://www.oracle.com/java/technologies/downloads/#java17","2024-11-02 17:35:56",755.37,12.59
"openjdk - Search","https://www.bing.com/search?q=openjdk&filters=dtbk:%22MCFjZ192NV9kb3dubG9hZCFvdmVydmlldyFkYWNkY2U4Zi0xNDI2LTdhMDAtY2U1Mi04ODVhNmFkODM3N2U%3d%22+sid:%22dacdce8f-1426-7a00-ce52-885a6ad8377e%22+tphint:%22f%22&FORM=DEPNAV","2024-11-02 17:36:05",746.48,12.44
"","https://www.bing.com/ck/a?!&&p=c4215db5664185a1e1873f21b944d9d677ec3f94445767088a4669a6b422eaefJmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=openjdk&u=a1aHR0cHM6Ly9vcGVuamRrLmphdmEubmV0L2luc3RhbGwv&ntb=1","2024-11-02 17:36:14",0.03,0.00
"openjdk - Search","https://www.bing.com/search?q=openjdk&filters=dtbk:%22MCFjZ192NV9kb3dubG9hZCFvdmVydmlldyFkYWNkY2U4Zi0xNDI2LTdhMDAtY2U1Mi04ODVhNmFkODM3N2U%3d%22+sid:%22dacdce8f-1426-7a00-ce52-885a6ad8377e%22+tphint:%22f%22&FORM=DEPNAV","2024-11-02 17:36:14",3.56,0.06
"OpenJDK: Download and install","https://openjdk.java.net/install/","2024-11-02 17:36:17",0.00,0.00
"OpenJDK: Download and install","https://openjdk.org/install/","2024-11-02 17:36:17",21.67,0.36
"JDK Builds from Oracle","http://jdk.java.net/","2024-11-02 17:36:39",0.00,0.00
"JDK Builds from Oracle","https://jdk.java.net/","2024-11-02 17:36:39",25.54,0.43
"OpenJDK JDK 23.0.1 GA Release","https://jdk.java.net/23/","2024-11-02 17:37:04",4.55,0.08
"Java Platform, Standard Edition 21 Reference Implementations","https://jdk.java.net/java-se-ri/21","2024-11-02 17:37:09",682.70,11.38
"Alumni Portal","https://alumni.wipro.com/AlumniEmployeePortal/home","2024-11-02 18:07:44",0.00,0.00
"","https://p.zpa-auth.net/IevTunx4Bg/doauth?origurl=https%3A%2F%2Falumni%2Ewipro%2Ecom%3A443%2FAlumniEmployeePortal%2Fhome","2024-11-02 18:07:44",0.00,0.00
"","https://samlsp.private.zscaler.com/auth/v2/login?ssotype=exporter&domain=extwipro%2Ecom&redrurl=https%3A%2F%2Fp%2Ezpa%2Dauth%2Enet%2FIevTunx4Bg%2Ffromsp%3Forigurl%3Dhttps%253A%252F%252Falumni%252Ewipro%252Ecom%253A443%252FAlumniEmployeePortal%252Fhome&ek=16A9QktT5Flk9LC5rphcRiKQRIkp4gSQgYJUrrEmDDI%3D&login_hint=&version=v2","2024-11-02 18:07:44",0.94,0.02
"Sign up or sign in","https://wiproaadb2c.b2clogin.com/WiproAADB2C.onmicrosoft.com/B2C_1A_SAML_signup_signin/samlp/sso/login","2024-11-02 18:07:45",5.00,0.08
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:11:38",0.37,0.01
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:11:39",0.11,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:11:39",0.08,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:11:39",1.87,0.03
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:11:41",0.03,0.00
"Sign in to GitHub · GitHub","https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fjava-hangout","2024-11-02 18:11:41",0.09,0.00
"Sign in to GitHub · GitHub","https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fjava-hangout","2024-11-02 18:11:41",83.33,1.39
"Two-factor authentication · GitHub","https://github.com/sessions/two-factor/app","2024-11-02 18:13:04",0.08,0.00
"Two-factor authentication · GitHub","https://github.com/sessions/two-factor/app","2024-11-02 18:13:04",0.07,0.00
"Two-factor authentication · GitHub","https://github.com/sessions/two-factor/app","2024-11-02 18:13:04",0.02,0.00
"Two-factor authentication · GitHub","https://github.com/sessions/two-factor/app","2024-11-02 18:13:04",81.15,1.35
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:14:26",0.08,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:14:26",0.07,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:14:26",0.12,0.00
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:14:26",7.79,0.13
"java-hangout (Veeresh Naidu)","https://github.com/java-hangout","2024-11-02 18:14:34",0.06,0.00
"Your Repositories","https://github.com/java-hangout?tab=repositories","2024-11-02 18:14:34",0.16,0.00
"Your Repositories","https://github.com/java-hangout?tab=repositories","2024-11-02 18:14:34",3.10,0.05
"Your Repositories","https://github.com/java-hangout?tab=repositories","2024-11-02 18:14:37",0.03,0.00
"New repository","https://github.com/new","2024-11-02 18:14:37",0.11,0.00
"New repository","https://github.com/new","2024-11-02 18:14:37",48.76,0.81
"New repository","https://github.com/new","2024-11-02 18:15:26",0.05,0.00
"java-hangout/ticketing-system-service: Internal Ticketing System Service","https://github.com/java-hangout/ticketing-system-service","2024-11-02 18:15:26",0.13,0.00
"java-hangout/ticketing-system-service: Internal Ticketing System Service","https://github.com/java-hangout/ticketing-system-service","2024-11-02 18:15:26",1495.25,24.92
"YouTube","https://www.youtube.com/","2024-11-02 18:18:14",24.29,0.40
"YouTube","https://www.youtube.com/","2024-11-02 18:18:39",0.02,0.00
"how to install openJdk 21 - YouTube","https://www.youtube.com/results?search_query=how+to+install+openJdk+21","2024-11-02 18:18:39",9.59,0.16
"How to Install Java JDK 21 on Windows 11 - YouTube","https://www.youtube.com/watch?v=-hxCPXjYWJU","2024-11-02 18:18:48",69.42,1.16
"how to install openJdk 21 - YouTube","https://www.youtube.com/results?search_query=how+to+install+openJdk+21","2024-11-02 18:19:58",4.84,0.08
"How to Install OpenJDK on Windows - YouTube","https://www.youtube.com/watch?v=rOD4llj6tJg","2024-11-02 18:20:02",353.85,5.90
"Warning: Permanently added 'github.com' (ED25519) to the list of known hosts. git@github.com: Permission denied (publickey). Could not read from remote repository. Please make sure you have the correct access rights and the repository exists. - Search","https://www.bing.com/search?pglt=43&q=Warning%3A+Permanently+added+%27github.com%27+(ED25519)+to+the+list+of+known+hosts.+git%40github.com%3A+Permission+denied+(publickey).+Could+not+read+from+remote+repository.+Please+make+sure+you+have+the+correct+access+rights+and+the+repository+exists.&cvid=59f46cd63ea945efa7edfe8fd4ae925f&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQRRg60gEHNDU2ajBqMagCALACAA&FORM=ANNTA1&PC=U531","2024-11-02 18:24:08",276.43,4.61
"","https://www.bing.com/ck/a?!&&p=d726fe476199b65c48a3aadb65e4a0e9c772c5cda25c1b67861a0177a59bbda0JmltdHM9MTczMDUwNTYwMA&ptn=3&ver=2&hsh=4&fclid=07da6f46-7ed0-6cb7-16a5-7a6d7fb26d8c&psq=Warning%3a+Permanently+added+%27github.com%27+(ED25519)+to+the+list+of+known+hosts.+git%40github.com%3a+Permission+denied+(publickey).+Could+not+read+from+remote+repository.+Please+make+sure+you+have+the+correct+access+rights+and+the+repository+exists.&u=a1aHR0cHM6Ly9zdGFja292ZXJmbG93LmNvbS9xdWVzdGlvbnMvMjU4Mjg0ODMvZ2l0aHViLXBlcm1pc3Npb24tZGVuaWVkLXB1YmxpY2tleQ&ntb=1","2024-11-02 18:24:11",0.02,0.00
"Warning: Permanently added 'github.com' (ED25519) to the list of known hosts. git@github.com: Permission denied (publickey). Could not read from remote repository. Please make sure you have the correct access rights and the repository exists. - Search","https://www.bing.com/search?pglt=43&q=Warning%3A+Permanently+added+%27github.com%27+(ED25519)+to+the+list+of+known+hosts.+git%40github.com%3A+Permission+denied+(publickey).+Could+not+read+from+remote+repository.+Please+make+sure+you+have+the+correct+access+rights+and+the+repository+exists.&cvid=59f46cd63ea945efa7edfe8fd4ae925f&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQRRg60gEHNDU2ajBqMagCALACAA&FORM=ANNTA1&PC=U531","2024-11-02 18:24:11",0.40,0.01
